"pos_05_Brarut_1.A.6_01_7401"	"pos_10_Brarut_1.B.3_01_7408"	"pos_15_Calcus_1.B.8_01_7415"	"pos_17_Calcus_1.C.2_01_7417"	"pos_01_Fistax_1.A.2_01_7396"	"pos_02_Fistax_1.A.3_01_7398"	"pos_04_Gripul_1.A.5_01_7400"	"pos_23_Gripul_1.C.8_01_7425"	"pos_09_Hypcup_1.B.2_01_7407"	"pos_21_Hypcup_1.C.6_01_7421"	"pos_25_Marpol_1.D.2_01_7427"	"pos_26_Marpol_1.D.3_01_7428"	"pos_12_Plaund_1.B.5_01_7410"	"pos_13_Plaund_1.B.6_01_7411"	"pos_06_Polstr_1.A.7_01_7402"	"pos_07_Polstr_1.A.8_01_7403"
0	0	0	7.771981	0	0	0	0	0	0	9.463876	7.010994	0	0	0	0
9.417413	9.408959	9.887495	9.975104	10.17809	10.573106	9.707583	9.88126	10.105753	9.703709	0	0	9.966012	9.442966	7.65193	8.021201
0	0	0	0	0	7.670279	0	0	0	0	0	7.971953	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.455967	8.332464	0	0	0	0
0	0	0	0	0	0	7.094985	8.319722	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	7.49887	8.042798	0	7.279303	8.258501	8.095096	8.419134	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.453593	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	5.791793	0	0	7.233207	0	0	8.249408	7.827098	0	0
0	0	0	0	0	6.946253	0	0	0	0	0	0	0	0	0	0
5.723899	0	6.459091	0	7.11895	6.833511	7.376887	7.008782	7.429181	6.557142	0	6.118696	7.550496	7.67112	0	6.16141
0	0	0	8.261445	0	7.232479	0	0	0	0	0	0	0	0	0	0
0	9.266665	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	8.870405	0	0	0	0	0	0	0	0	0	0
8.109747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	9.256952	9.37363	8.934663	0	0	0	0	0	0	0	0	8.216914	7.602517	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.878022	5.324453
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6.966417	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.49215	7.137008	8.011742	7.500965	0	7.348588	6.821382	8.097757	7.646648	8.055256	0	0	6.362338	0	7.232722	6.962221
10.056552	7.757209	8.886709	0	7.488772	9.457549	9.312611	8.450524	9.996287	9.31192	0	8.161797	8.543132	7.464166	8.135506	7.837266
0	0	7.54077	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.227657	9.083214	0	0	0	0
7.385009	6.050597	6.922882	7.543465	7.427149	7.073223	6.581183	6.214418	7.246536	7.527985	7.87521	8.150855	6.615951	6.717666	7.633662	5.86304
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8.244742	0	0	0	7.069874	7.606407	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.204497	7.605367
0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.762102	6.500713
0	0	0	0	0	0	0	0	0	7.75049	0	0	0	0	0	0
8.523427	9.273949	9.920567	9.602583	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.092437	9.578985
0	0	0	0	6.460543	0	0	0	0	0	0	0	0	0	8.172841	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.13506	8.586025	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7.433922	7.606367	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	8.133402	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8.068221	6.914786	8.1234	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6.302619	0	0	0	0	0	0	0	0
8.314772	9.315844	9.094608	8.919828	7.414072	8.077964	7.34304	0	9.96771	10.003927	0	0	8.781198	9.370694	0	6.115733
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.753137	6.568055
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6.833428	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.140759	8.525378	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.611606	7.278228	0	0	0	0
8.174726	8.598903	7.865359	8.245531	10.226628	10.755209	8.957717	8.650971	8.405518	8.095301	8.449594	8.696158	8.343	7.756088	0	7.825325
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.194971	7.766701	4.961445	0	6.753396	7.991113	9.19429	0	0	0	6.964305	7.486228	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	6.517184	0	0	8.605942
8.692689	8.603244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	10.661569	11.345515	0	0	0	0	0	0
0	0	0	0	0	6.706647	7.470068	0	0	0	8.186607	7.212493	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	8.00417	0	0	0	0	0	0	0	8.18436	0	0	0
9.235991	9.347381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6.9115	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8.520338	8.192482	0	0	0	0	0	0	0	0
0	6.108287	0	0	0	0	8.936981	8.622859	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	9.025584	8.389342	0	0	0	0	0	0	0	0
8.266648	9.143113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.91977	10.833639	0	0	0	0	0	0	0	0	0	0	0	0	6.796564	7.832855
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6.447851	7.168814	0	0	0	0
0	7.2814	0	0	7.486146	7.777336	6.956225	8.757595	7.523131	6.980041	0	0	0	0	8.413189	8.420268
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.46852	0	0	0	6.229883	7.622166	0	8.815191	8.311143	9.359363	0	7.122376	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.959478	8.179385
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	6.511859	0	0	9.521775	10.15856	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.317627	0
0	0	0	0	0	0	0	0	0	0	0	7.637064	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	9.401091	9.463193	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.745439	0	0	6.016781	0	0	0	0	0	0	0	0	0	0	7.715031	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.251916	0	0	0	0	0	7.709614	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	7.821694	8.255887	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7.578934	0	0	0	0	0
8.597107	6.755301	0	0	0	0	0	0	0	0	0	0	0	6.573304	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	8.100615	0	0	0	0
8.516255	7.835234	8.110411	8.192944	7.910459	8.185385	8.542077	9.12904	8.056093	0	0	0	8.224814	7.563188	6.971473	7.530368
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	8.248881	0	9.290567	0	0	10.679069	9.639384	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.30742	8.536431	8.515146	8.281135	8.818396	8.822398	8.398993	8.391782	8.385439	8.069455	7.931451	8.288003	8.245976	8.147409	8.673351	8.257369
0	0	0	0	0	0	0	0	0	7.68506	0	0	0	0	0	0
8.846729	9.281909	9.500463	9.472147	9.06609	9.677614	9.449661	0	9.418891	9.464733	0	7.927324	8.863204	8.59306	0	0
0	0	0	0	0	6.6461	0	0	0	0	0	0	0	0	0	0
8.087847	0	9.238532	8.279005	7.630464	8.507797	8.422242	8.766458	7.095263	7.561779	9.08096	7.429131	7.67497	7.61955	8.725407	8.930449
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.857758	0	0	0	6.892455	8.041294	0	0	0	0	0	0	0	0	7.229377	7.575486
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.373877	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.019102	0	0	0	0	0
0	0	0	0	0	0	0	0	0	6.433377	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.072528	6.990682	6.897899	0	7.345815	7.860371	6.944311	0	6.376727	5.641567	0	0	6.042652	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	9.01366	0	0	0	0	0	0	0
6.354773	7.396502	7.421938	7.207398	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	7.236357	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	6.977446	6.597801	0	0	0	0	0	0	0	0	0	0	8.126672	0
0	0	0	0	0	0	0	0	0	0	7.523869	7.869485	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.055275	9.13652	0	0	8.925502	9.473744	9.239944	9.608096	8.929515	0	8.075987	0	8.693722	7.813507	9.023968	9.334149
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.314276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	9.762228	0	5.60268	0	0	0	0	0	0	0	9.202416	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.701812
7.722646	7.467883	7.590327	7.71431	0	0	7.5567	7.46095	7.009431	7.875903	0	0	0	0	6.875943	6.71294
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	6.704179	6.876364	7.819942	0	6.695077	0	0	0	0	9.211374	9.497244
0	0	0	0	0	0	0	7.156838	0	0	8.108686	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	5.199071	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.018665	8.744083	0	0	0	0
6.54466	0	0	0	0	0	6.802555	0	0	6.653059	6.67561	0	5.821103	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	10.264383	0	0
0	6.412094	0	0	6.746516	5.998599	6.433489	0	0	0	7.098323	0	5.572489	0	0	0
0	0	0	5.898691	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7.239184	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6.164241	0	0	0	0	0	0	0	0
0	0	0	8.079395	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6.369846	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.931332	0	6.910647	6.893478	0	0	8.548446	6.568085	0	6.284208	0	0	0	0	8.344886	8.104664
0	0	0	0	0	0	0	0	0	0	7.74	7.126359	0	0	0	0
0	0	7.435112	9.014228	0	0	0	0	0	0	7.829077	8.638445	0	0	0	0
0	0	0	0	0	0	0	0	0	0	5.99442	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	7.690143	0	0	9.498826	8.186777	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	8.570968	0	0	0	0	0	0	0	0
0	0	0	5.576313	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	6.639176	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7.029647	6.468915	0	0	0	0
7.127873	0	0	0	0	0	0	0	7.74929	8.069034	0	0	0	0	0	0
7.156686	8.308211	0	0	9.084709	9.0365	7.685523	0	0	0	0	0	0	8.140366	8.271003	8.13234
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	5.577584	0	0	0	0	0	0	0	0	0	0	0	0
9.72062	11.55338	0	0	0	0	0	0	0	0	7.75396	8.39337	0	0	0	0
9.74398	0	7.733808	9.100688	0	0	0	0	0	0	0	0	0	7.069936	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6.106878	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7.954468	7.778032	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	7.954251	0	0
0	0	0	0	0	0	0	0	0	0	10.60031	11.113111	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.55737	8.318304	7.604737	7.992537	7.769008	8.224981	8.105902	7.243748	7.378833	7.8471	7.237923	6.33947	8.222586	0	6.60859	8.109646
0	0	0	0	0	0	0	5.91333	0	0	0	0	0	0	0	0
0	0	0	0	7.947602	7.427537	6.917056	0	0	0	0	0	0	0	0	0
0	7.047629	0	0	8.044434	0	0	0	0	0	0	0	0	0	0	0
0	0	0	8.879333	0	0	8.194445	7.342733	0	8.167152	6.975547	0	8.814793	8.342216	0	0
0	0	0	0	0	0	0	0	0	0	6.909953	0	0	0	0	0
0	7.208728	7.956824	7.592123	0	0	0	6.86664	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7.617968	7.690342	0	5.275594	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	9.186818	9.903927	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.304914	9.115833	8.471339	9.129678	8.512009	8.464137	8.868726	8.676336	9.064769	9.432667	0	7.542909	9.267638	8.724504	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	10.192189	0	0	0	0	0	0
0	0	0	0	0	0	0	6.537874	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7.147865	7.553729	0	0	0	0
5.989084	0	6.319098	0	5.386328	6.240416	6.026561	0	0	0	6.175722	0	7.13517	0	0	0
8.629101	8.510792	8.920307	8.465907	8.631413	8.601445	8.584813	8.711309	7.983533	8.112744	8.805539	9.249173	8.486143	8.190445	0	0
0	5.826071	7.571688	7.253148	5.231921	6.913339	0	0	8.478279	0	0	7.390715	0	0	0	6.44305
0	0	0	0	0	0	5.018603	0	0	5.530762	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6.619561	0	6.794309	0	0	0	0	0	0
0	0	6.447851	6.327801	7.452012	7.20665	7.338124	7.209863	6.37958	0	6.117216	8.02791	6.077936	0	6.960601	7.551589
0	0	0	0	0	9.04328	0	0	0	5.543989	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7.939253	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	6.895181	0	0	0	0	0	0	0	0	0	0	0	0	0
9.435136	9.550961	9.793966	7.818451	11.528939	11.765161	8.086622	0	11.060666	11.083623	0	0	8.844778	8.740165	6.923474	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.343613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	8.544359	0	7.699625	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	8.123811	7.267597	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	5.00743	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.009383
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.16266	0	0	0	0	0	0	0	0	0	8.346832	8.077106	0	0	0	0
0	0	0	10.447764	0	0	0	0	9.531805	9.156907	0	0	0	0	0	7.893047
0	0	0	0	0	0	0	0	0	0	5.60639	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	7.584087	0	0
0	0	0	0	0	8.706044	0	0	0	0	0	0	9.831332	9.83457	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.362918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6.918054	0	0	0	0	0
0	0	0	0	0	8.292574	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.145786	7.018882
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	8.877826	0	9.30467	0	0	0	0	0	0
0	0	8.4842	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	9.049693	0	0	0	0	0	0	0	0	11.277929	0
0	0	0	0	0	8.121994	0	7.696904	0	0	0	0	0	0	6.018715	6.634686
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	7.926233	7.498125	0	0	0	0	0	0	6.44058	0	7.674731	0	7.800754	8.488428
7.830813	0	0	7.007391	7.339754	8.660741	8.682051	0	9.10185	0	0	7.200902	0	7.104052	8.048397	8.362422
7.436697	0	7.299851	0	8.024066	9.520411	0	0	0	0	7.538448	8.392163	0	7.911944	8.798745	8.81554
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.135929	7.8603	8.046588	7.830687	8.248796	8.574142	8.386139	7.202905	8.434361	0	0	0	7.69955	0	0	0
0	0	0	0	0	0	0	8.835876	9.6058	9.841182	0	0	0	0	0	0
0	0	0	0	0	0	0	0	8.635756	0	0	0	0	0	0	0
0	0	0	0	0	0	0	8.741133	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	7.467115	0	7.725404	0	0	7.35177	8.422011	8.049905	7.541361	7.146835	7.203655	7.346528	7.404861	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	8.291508	8.183862	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	8.580349	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6.531107	7.490453	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	5.867804	6.045043	0	0	0	0	0	0
0	0	0	0	7.758439	7.696739	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	8.942658	8.482618	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	7.159192	0	8.263565	0	0	0	0	0	0	0
5.428503	0	0	0	0	0	0	0	0	0	7.318741	7.798659	0	0	0	0
0	0	7.597858	8.098356	0	0	0	0	0	0	0	0	6.82372	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.005198	6.659272
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6.775311	7.405413	0	0	0	0
0	0	0	0	0	0	0	0	0	0	9.745519	7.934054	0	0	0	0
0	0	7.668711	7.128801	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.629965
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	6.652796	0	0	0	0	0	0	0	0	0	6.947967	6.64181
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.026427	8.668183
0	0	0	6.348915	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7.227277	0	8.616065	8.40322	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6.998553	0	0	0	0	0
0	0	0	0	0	0	0	7.508129	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	6.420334	0	0
0	0	0	0	0	0	8.262707	8.307356	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	8.727772	8.085415	0	0	0	0	0	0
10.014388	10.487994	10.257772	10.309001	10.507633	7.960007	7.824534	9.465495	10.809121	9.860768	7.788689	7.552304	8.988644	9.867121	8.762182	8.396166
0	0	8.049279	0	7.177655	7.436103	0	0	7.683048	9.003503	0	6.566639	0	6.620457	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.138557	7.476546	7.626578	8.306077	0	7.007999	7.406108	7.100331	0	7.327171	7.481158	7.404712	6.496666	7.471564	5.834951	6.346741
0	0	0	6.68253	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	7.585074	7.902659	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.189595	0	7.643111	0	8.19532	7.290769	7.605208	7.423378	7.683828	8.385056	6.743748	7.368835	8.543983	8.5195	0	7.461807
7.104965	7.092551	7.310465	7.245172	7.466425	7.184051	7.471456	7.439227	7.395342	7.524215	7.402658	7.248922	7.99084	8.072103	7.676529	7.123307
0	0	0	0	0	0	0	0	0	0	8.618699	9.178614	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	9.695177	9.785911	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	6.484638	0	0	0	0	0	0	0
7.425348	9.419288	0	0	0	0	0	0	0	0	0	7.989701	0	0	7.641561	8.135484
0	0	0	6.303234	0	0	0	6.404448	0	0	0	0	0	0	0	0
6.664401	0	0	0	0	0	0	8.744618	0	0	0	0	0	0	0	0
0	0	0	0	0	7.130909	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.44215	0
0	0	0	0	0	6.288364	0	0	0	0	0	0	0	0	0	0
